,Percentage,Attendees,Medal,Gold,Team,Sport,Year
0,0.3150684931506849,146,46,27,United States,Athletics,2016
1,0.7171717171717171,99,71,48,United States,Swimming,2016
2,0.03225806451612903,93,3,2,Germany,Athletics,2016
3,0.16279069767441862,86,14,2,Great Britain,Athletics,2016
4,0.3855421686746988,83,32,7,Australia,Swimming,2016
5,0.1282051282051282,78,10,1,Canada,Athletics,2016
6,0.08,75,6,1,China,Swimming,2016
7,0.05405405405405406,74,4,0,Russia,Swimming,2016
8,0.0410958904109589,73,3,1,Poland,Athletics,2016
9,0.013888888888888888,72,1,1,Brazil,Athletics,2016
10,0.013888888888888888,72,1,0,Ukraine,Athletics,2016
11,0.42857142857142855,70,30,11,Jamaica,Athletics,2016
12,0.14705882352941177,68,10,2,Japan,Swimming,2016
13,0.03076923076923077,65,2,0,Australia,Athletics,2016
14,0.016129032258064516,62,1,0,Brazil,Swimming,2016
15,0.2459016393442623,61,15,1,Canada,Swimming,2016
16,0.11666666666666667,60,7,3,Hungary,Swimming,2016
17,0.06666666666666667,60,4,1,Italy,Swimming,2016
18,0.08620689655172414,58,5,0,Japan,Athletics,2016
19,0.10526315789473684,57,6,2,China,Athletics,2016
20,0.24074074074074073,54,13,1,Great Britain,Swimming,2016
21,0.14814814814814814,54,8,0,France,Swimming,2016
22,0.3076923076923077,52,16,1,Russia,Gymnastics,2016
23,0.0,52,0,0,Germany,Swimming,2016
24,0.11764705882352941,51,6,0,France,Athletics,2016
25,0.32653061224489793,49,16,8,United States,Gymnastics,2016
26,0.14285714285714285,49,7,6,Japan,Gymnastics,2016
27,0.04081632653061224,49,2,1,Spain,Athletics,2016
28,0.2708333333333333,48,13,6,Kenya,Athletics,2016
29,0.1276595744680851,47,6,2,Great Britain,Gymnastics,2016
30,0.06521739130434782,46,3,0,Brazil,Gymnastics,2016
31,0.2222222222222222,45,10,0,China,Gymnastics,2016
32,0.044444444444444446,45,2,1,Germany,Gymnastics,2016
33,0.022222222222222223,45,1,1,Netherlands,Gymnastics,2016
34,0.0,45,0,0,France,Gymnastics,2016
35,0.6046511627906976,43,26,15,Great Britain,Rowing,2016
36,0.13953488372093023,43,6,0,Australia,Cycling,2016
37,0.046511627906976744,43,2,1,Spain,Swimming,2016
38,0.07142857142857142,42,3,1,Germany,Cycling,2016
39,0.24390243902439024,41,10,9,United States,Rowing,2016
40,0.024390243902439025,41,1,0,Cuba,Athletics,2016
41,0.1,40,4,2,South Africa,Athletics,2016
42,0.0,40,0,0,Italy,Athletics,2016
43,0.15789473684210525,38,6,2,Netherlands,Cycling,2016
44,0.13157894736842105,38,5,3,New Zealand,Rowing,2016
45,0.02631578947368421,38,1,0,Netherlands,Athletics,2016
46,0.0,37,0,0,Poland,Swimming,2016
47,0.4166666666666667,36,15,2,Netherlands,Rowing,2016
48,0.027777777777777776,36,1,0,Belarus,Athletics,2016
49,1.0,35,35,18,Germany,Football,2016
50,0.4857142857142857,35,17,17,Brazil,Football,2016
51,0.4857142857142857,35,17,8,Germany,Rowing,2016
52,0.22857142857142856,35,8,1,Ethiopia,Athletics,2016
53,0.5882352941176471,34,20,14,Great Britain,Cycling,2016
54,0.5294117647058824,34,18,18,Argentina,Hockey,2016
55,0.029411764705882353,34,1,1,Colombia,Athletics,2016
56,0.029411764705882353,34,1,0,Turkey,Athletics,2016
57,0.029411764705882353,34,1,0,Switzerland,Gymnastics,2016
58,0.0,34,0,0,South Africa,Football,2016
59,1.0,33,33,0,Germany,Hockey,2016
60,0.5454545454545454,33,18,0,Sweden,Football,2016
61,0.48484848484848486,33,16,16,Great Britain,Hockey,2016
62,0.09090909090909091,33,3,0,France,Cycling,2016
63,0.06060606060606061,33,2,1,Ukraine,Gymnastics,2016
64,0.0,33,0,0,Colombia,Football,2016
65,0.0,33,0,0,Spain,Hockey,2016
66,0.5,32,16,0,Netherlands,Hockey,2016
67,0.03125,32,1,0,Trinidad and Tobago,Athletics,2016
68,0.0,32,0,0,India,Athletics,2016
69,0.0,32,0,0,Australia,Hockey,2016
70,0.0,32,0,0,India,Hockey,2016
71,0.0,32,0,0,New Zealand,Hockey,2016
72,1.0,31,31,0,France,Handball,2016
73,0.4838709677419355,31,15,9,Russia,Fencing,2016
74,0.2903225806451613,31,9,4,France,Fencing,2016
75,0.1935483870967742,31,6,1,Bahamas,Athletics,2016
76,0.06666666666666667,30,2,2,Netherlands,Swimming,2016
77,0.0,30,0,0,South Korea,Gymnastics,2016
78,0.0,30,0,0,Sweden,Handball,2016
79,0.3103448275862069,29,9,1,Australia,Rowing,2016
80,0.10344827586206896,29,3,0,New Zealand,Cycling,2016
81,0.10344827586206896,29,3,1,Sweden,Swimming,2016
82,0.06896551724137931,29,2,1,Bahrain,Athletics,2016
83,0.0,29,0,0,Argentina,Handball,2016
84,0.03571428571428571,28,1,0,Kazakhstan,Athletics,2016
85,0.0,28,0,0,Nigeria,Athletics,2016
86,0.0,28,0,0,Brazil,Handball,2016
87,0.5925925925925926,27,16,9,Germany,Canoeing,2016
88,0.2222222222222222,27,6,0,Canada,Cycling,2016
89,0.2222222222222222,27,6,0,Italy,Rowing,2016
90,0.18518518518518517,27,5,1,Denmark,Swimming,2016
91,0.037037037037037035,27,1,1,Belgium,Athletics,2016
92,1.0,26,26,0,Italy,Water Polo,2016
93,0.5,26,13,13,Fiji,Rugby Sevens,2016
94,0.5,26,13,13,United States,Water Polo,2016
95,0.38461538461538464,26,10,0,United States,Fencing,2016
96,0.2692307692307692,26,7,1,Italy,Fencing,2016
97,0.23076923076923078,26,6,2,Poland,Rowing,2016
98,0.11538461538461539,26,3,1,United States,Shooting,2016
99,0.07692307692307693,26,2,1,Italy,Cycling,2016
100,0.07692307692307693,26,2,0,Canada,Rowing,2016
101,0.038461538461538464,26,1,0,Czech Republic,Athletics,2016
102,0.0,26,0,0,Australia,Water Polo,2016
103,0.0,26,0,0,Brazil,Water Polo,2016
104,0.0,26,0,0,Hungary,Water Polo,2016
105,0.0,26,0,0,Spain,Water Polo,2016
106,0.48,25,12,12,Australia,Rugby Sevens,2016
107,0.48,25,12,0,New Zealand,Rugby Sevens,2016
108,0.32,25,8,2,United States,Cycling,2016
109,0.28,25,7,1,China,Shooting,2016
110,0.12,25,3,0,South Africa,Swimming,2016
111,0.08,25,2,1,South Korea,Fencing,2016
112,0.04,25,1,1,Greece,Athletics,2016
113,0.0,25,0,0,Portugal,Athletics,2016
114,0.0,25,0,0,Brazil,Fencing,2016
115,0.0,25,0,0,Canada,Gymnastics,2016
116,0.0,25,0,0,Italy,Gymnastics,2016
117,0.0,25,0,0,Brazil,Rugby Sevens,2016
118,0.0,25,0,0,France,Rugby Sevens,2016
119,0.0,25,0,0,Japan,Rugby Sevens,2016
120,0.0,25,0,0,Spain,Rugby Sevens,2016
121,0.0,25,0,0,United States,Rugby Sevens,2016
122,1.0,24,24,0,Serbia,Basketball,2016
123,1.0,24,24,0,Spain,Basketball,2016
124,1.0,24,24,24,United States,Basketball,2016
125,1.0,24,24,0,United States,Volleyball,2016
126,0.625,24,15,5,Germany,Equestrianism,2016
127,0.5,24,12,0,Great Britain,Rugby Sevens,2016
128,0.5,24,12,12,Brazil,Volleyball,2016
129,0.5,24,12,0,Italy,Volleyball,2016
130,0.375,24,9,8,France,Equestrianism,2016
131,0.375,24,9,0,United States,Equestrianism,2016
132,0.25,24,6,2,Great Britain,Equestrianism,2016
133,0.16666666666666666,24,4,0,Australia,Equestrianism,2016
134,0.16666666666666666,24,4,0,Russia,Shooting,2016
135,0.08333333333333333,24,2,0,Poland,Cycling,2016
136,0.041666666666666664,24,1,0,Sweden,Equestrianism,2016
137,0.041666666666666664,24,1,0,Greece,Swimming,2016
138,0.0,24,0,0,Australia,Basketball,2016
139,0.0,24,0,0,China,Basketball,2016
140,0.0,24,0,0,France,Basketball,2016
141,0.0,24,0,0,Brazil,Equestrianism,2016
142,0.0,24,0,0,Netherlands,Equestrianism,2016
143,0.0,24,0,0,Kenya,Rugby Sevens,2016
144,0.0,24,0,0,Argentina,Volleyball,2016
145,0.0,24,0,0,Russia,Volleyball,2016
146,0.21739130434782608,23,5,0,Ukraine,Fencing,2016
147,0.043478260869565216,23,1,1,Australia,Shooting,2016
148,0.0,23,0,0,Romania,Athletics,2016
149,0.0,23,0,0,Brazil,Basketball,2016
150,0.3181818181818182,22,7,7,Hungary,Canoeing,2016
151,0.18181818181818182,22,4,1,France,Canoeing,2016
152,0.0,22,0,0,Morocco,Athletics,2016
153,0.047619047619047616,21,1,0,Belgium,Swimming,2016
154,0.0,21,0,0,Kazakhstan,Canoeing,2016
155,0.35,20,7,4,Italy,Shooting,2016
156,0.15,20,3,0,Australia,Canoeing,2016
157,0.1,20,2,1,South Korea,Shooting,2016
158,0.05,20,1,0,Mexico,Athletics,2016
159,0.0,20,0,0,Belgium,Gymnastics,2016
160,0.47368421052631576,19,9,0,Romania,Rowing,2016
161,0.2631578947368421,19,5,0,China,Fencing,2016
162,0.21052631578947367,19,4,0,Russia,Cycling,2016
163,0.15789473684210525,19,3,0,Poland,Canoeing,2016
164,0.05263157894736842,19,1,0,Hungary,Athletics,2016
165,0.0,19,0,0,Uganda,Athletics,2016
166,1.0,18,18,0,Canada,Football,2016
167,1.0,18,18,0,Nigeria,Football,2016
168,0.3333333333333333,18,6,2,France,Rowing,2016
169,0.2222222222222222,18,4,0,Brazil,Canoeing,2016
170,0.2222222222222222,18,4,3,Germany,Shooting,2016
171,0.1111111111111111,18,2,0,Russia,Canoeing,2016
172,0.1111111111111111,18,2,0,Serbia,Canoeing,2016
173,0.1111111111111111,18,2,2,China,Cycling,2016
174,0.05555555555555555,18,1,0,Spain,Cycling,2016
175,0.05555555555555555,18,1,0,Canada,Equestrianism,2016
176,0.0,18,0,0,Ecuador,Athletics,2016
177,0.0,18,0,0,Estonia,Athletics,2016
178,0.0,18,0,0,Ireland,Athletics,2016
179,0.0,18,0,0,Uzbekistan,Athletics,2016
180,0.0,18,0,0,Japan,Equestrianism,2016
181,0.0,18,0,0,Algeria,Football,2016
182,0.0,18,0,0,Mexico,Football,2016
183,0.0,18,0,0,India,Shooting,2016
184,0.0,18,0,0,Serbia,Shooting,2016
185,0.5294117647058824,17,9,4,Russia,Wrestling,2016
186,0.35294117647058826,17,6,0,Czech Republic,Canoeing,2016
187,0.17647058823529413,17,3,0,China,Rowing,2016
188,0.11764705882352941,17,2,1,Belgium,Cycling,2016
189,0.11764705882352941,17,2,2,Switzerland,Cycling,2016
190,0.0,17,0,0,South Korea,Athletics,2016
191,0.0,17,0,0,Switzerland,Athletics,2016
192,0.0,17,0,0,Spain,Equestrianism,2016
193,0.0,17,0,0,Australia,Football,2016
194,0.0,17,0,0,Denmark,Football,2016
195,0.0,17,0,0,France,Football,2016
196,0.0,17,0,0,Japan,Football,2016
197,0.0,17,0,0,Portugal,Football,2016
198,0.0,17,0,0,South Korea,Football,2016
199,0.0,17,0,0,United States,Football,2016
200,0.0,17,0,0,Zimbabwe,Football,2016
201,0.0,17,0,0,Cuba,Gymnastics,2016
202,0.0,17,0,0,Slovenia,Handball,2016
203,0.0,17,0,0,China,Hockey,2016
204,0.0,17,0,0,Czech Republic,Swimming,2016
205,0.0,17,0,0,Israel,Swimming,2016
206,1.0,16,16,0,Belgium,Hockey,2016
207,0.875,16,14,10,China,Diving,2016
208,0.375,16,6,2,Great Britain,Canoeing,2016
209,0.25,16,4,0,New Zealand,Athletics,2016
210,0.125,16,2,0,Algeria,Athletics,2016
211,0.125,16,2,1,Colombia,Cycling,2016
212,0.0625,16,1,1,Slovakia,Athletics,2016
213,0.0625,16,1,0,Ukraine,Shooting,2016
214,0.0,16,0,0,Finland,Athletics,2016
215,0.0,16,0,0,Lithuania,Athletics,2016
216,0.0,16,0,0,Norway,Athletics,2016
217,0.0,16,0,0,Canada,Canoeing,2016
218,0.0,16,0,0,Argentina,Football,2016
219,0.0,16,0,0,Fiji,Football,2016
220,0.0,16,0,0,Honduras,Football,2016
221,0.0,16,0,0,Iraq,Football,2016
222,0.0,16,0,0,New Zealand,Football,2016
223,0.0,16,0,0,Brazil,Hockey,2016
224,0.0,16,0,0,Canada,Hockey,2016
225,0.0,16,0,0,Ireland,Hockey,2016
226,0.0,16,0,0,Japan,Hockey,2016
227,0.0,16,0,0,South Korea,Hockey,2016
228,0.0,16,0,0,United States,Hockey,2016
229,0.0,16,0,0,New Zealand,Swimming,2016
230,0.0,16,0,0,Switzerland,Swimming,2016
231,1.0,15,15,0,Germany,Handball,2016
232,1.0,15,15,15,Russia,Handball,2016
233,0.4666666666666667,15,7,2,Slovakia,Canoeing,2016
234,0.4666666666666667,15,7,0,Denmark,Cycling,2016
235,0.3333333333333333,15,5,2,Great Britain,Diving,2016
236,0.26666666666666666,15,4,1,France,Sailing,2016
237,0.26666666666666666,15,4,3,Great Britain,Sailing,2016
238,0.13333333333333333,15,2,2,Brazil,Sailing,2016
239,0.06666666666666667,15,1,0,United States,Sailing,2016
240,0.0,15,0,0,Sweden,Athletics,2016
241,0.0,15,0,0,China,Football,2016
242,0.0,15,0,0,Angola,Handball,2016
243,0.0,15,0,0,Montenegro,Handball,2016
244,0.0,15,0,0,Poland,Handball,2016
245,0.0,15,0,0,Qatar,Handball,2016
246,0.0,15,0,0,South Korea,Handball,2016
247,0.0,15,0,0,Tunisia,Handball,2016
248,0.0,15,0,0,Egypt,Shooting,2016
249,0.0,15,0,0,Finland,Swimming,2016
250,1.0,14,14,14,Denmark,Handball,2016
251,1.0,14,14,0,Norway,Handball,2016
252,0.8571428571428571,14,12,3,Japan,Judo,2016
253,0.6428571428571429,14,9,0,Azerbaijan,Wrestling,2016
254,0.35714285714285715,14,5,0,United States,Diving,2016
255,0.35714285714285715,14,5,2,France,Judo,2016
256,0.35714285714285715,14,5,1,Turkey,Wrestling,2016
257,0.21428571428571427,14,3,1,Brazil,Judo,2016
258,0.21428571428571427,14,3,2,United States,Wrestling,2016
259,0.14285714285714285,14,2,0,France,Shooting,2016
260,0.07142857142857142,14,1,0,Venezuela,Athletics,2016
261,0.07142857142857142,14,1,0,Germany,Diving,2016
262,0.07142857142857142,14,1,0,Mexico,Diving,2016
263,0.0,14,0,0,Dominican Republic,Athletics,2016
264,0.0,14,0,0,Peru,Athletics,2016
265,0.0,14,0,0,Italy,Canoeing,2016
266,0.0,14,0,0,Croatia,Handball,2016
267,0.0,14,0,0,Egypt,Handball,2016
268,0.0,14,0,0,Netherlands,Handball,2016
269,0.0,14,0,0,Romania,Handball,2016
270,0.0,14,0,0,Spain,Handball,2016
271,0.0,14,0,0,Spain,Sailing,2016
272,0.0,14,0,0,Hungary,Shooting,2016
273,0.0,14,0,0,Slovenia,Swimming,2016
274,1.0,13,13,0,South Africa,Rugby Sevens,2016
275,1.0,13,13,0,Croatia,Water Polo,2016
276,1.0,13,13,0,Russia,Water Polo,2016
277,1.0,13,13,13,Serbia,Water Polo,2016
278,0.5384615384615384,13,7,2,Hungary,Fencing,2016
279,0.46153846153846156,13,6,0,Denmark,Rowing,2016
280,0.15384615384615385,13,2,2,Argentina,Sailing,2016
281,0.15384615384615385,13,2,0,China,Wrestling,2016
282,0.07692307692307693,13,1,0,Serbia,Athletics,2016
283,0.07692307692307693,13,1,0,Venezuela,Cycling,2016
284,0.07692307692307693,13,1,0,Germany,Judo,2016
285,0.07692307692307693,13,1,0,Mongolia,Judo,2016
286,0.07692307692307693,13,1,0,Brazil,Shooting,2016
287,0.0,13,0,0,Argentina,Athletics,2016
288,0.0,13,0,0,Latvia,Athletics,2016
289,0.0,13,0,0,Argentina,Rugby Sevens,2016
290,0.0,13,0,0,Italy,Sailing,2016
291,0.0,13,0,0,Cuba,Shooting,2016
292,0.0,13,0,0,Venezuela,Swimming,2016
293,0.0,13,0,0,Italy,Tennis,2016
294,0.0,13,0,0,China,Water Polo,2016
295,0.0,13,0,0,Greece,Water Polo,2016
296,0.0,13,0,0,Montenegro,Water Polo,2016
297,1.0,12,12,0,Canada,Rugby Sevens,2016
298,1.0,12,12,12,China,Volleyball,2016
299,1.0,12,12,0,Serbia,Volleyball,2016
300,0.75,12,9,8,South Korea,Archery,2016
301,0.5833333333333334,12,7,2,New Zealand,Sailing,2016
302,0.4166666666666667,12,5,1,Kazakhstan,Boxing,2016
303,0.4166666666666667,12,5,4,Spain,Canoeing,2016
304,0.4166666666666667,12,5,1,Iran,Wrestling,2016
305,0.25,12,3,0,Chinese Taipei,Archery,2016
306,0.25,12,3,1,Great Britain,Boxing,2016
307,0.25,12,3,1,Ukraine,Canoeing,2016
308,0.25,12,3,2,Russia,Judo,2016
309,0.25,12,3,0,South Korea,Judo,2016
310,0.25,12,3,0,Kazakhstan,Wrestling,2016
311,0.16666666666666666,12,2,0,South Africa,Rowing,2016
312,0.16666666666666666,12,2,0,Germany,Sailing,2016
313,0.08333333333333333,12,1,0,Bulgaria,Athletics,2016
314,0.08333333333333333,12,1,0,Czech Republic,Cycling,2016
315,0.0,12,0,0,Brazil,Archery,2016
316,0.0,12,0,0,China,Archery,2016
317,0.0,12,0,0,Italy,Archery,2016
318,0.0,12,0,0,Puerto Rico,Athletics,2016
319,0.0,12,0,0,Argentina,Basketball,2016
320,0.0,12,0,0,Canada,Basketball,2016
321,0.0,12,0,0,Japan,Basketball,2016
322,0.0,12,0,0,Lithuania,Basketball,2016
323,0.0,12,0,0,Senegal,Basketball,2016
324,0.0,12,0,0,Venezuela,Basketball,2016
325,0.0,12,0,0,China,Canoeing,2016
326,0.0,12,0,0,South Korea,Cycling,2016
327,0.0,12,0,0,Brazil,Diving,2016
328,0.0,12,0,0,Russia,Diving,2016
329,0.0,12,0,0,Azerbaijan,Gymnastics,2016
330,0.0,12,0,0,New Zealand,Gymnastics,2016
331,0.0,12,0,0,Romania,Gymnastics,2016
332,0.0,12,0,0,Colombia,Rugby Sevens,2016
333,0.0,12,0,0,Japan,Shooting,2016
334,0.0,12,0,0,Hong Kong,Swimming,2016
335,0.0,12,0,0,Lithuania,Swimming,2016
336,0.0,12,0,0,Canada,Volleyball,2016
337,0.0,12,0,0,Egypt,Volleyball,2016
338,0.0,12,0,0,Iran,Volleyball,2016
339,0.0,12,0,0,Japan,Volleyball,2016
340,0.0,12,0,0,Mexico,Volleyball,2016
341,0.0,12,0,0,Netherlands,Volleyball,2016
342,0.0,12,0,0,Poland,Volleyball,2016
343,0.0,12,0,0,Puerto Rico,Volleyball,2016
344,0.0,12,0,0,South Korea,Volleyball,2016
345,0.0,12,0,0,France,Water Polo,2016
346,0.0,12,0,0,Japan,Water Polo,2016
347,1.0,11,11,0,China,Synchronized Swimming,2016
348,1.0,11,11,11,Russia,Synchronized Swimming,2016
349,0.6363636363636364,11,7,3,Uzbekistan,Boxing,2016
350,0.6363636363636364,11,7,1,Australia,Sailing,2016
351,0.36363636363636365,11,4,0,China,Boxing,2016
352,0.36363636363636365,11,4,1,Russia,Boxing,2016
353,0.36363636363636365,11,4,4,Switzerland,Rowing,2016
354,0.2727272727272727,11,3,0,Canada,Diving,2016
355,0.2727272727272727,11,3,0,Denmark,Sailing,2016
356,0.2727272727272727,11,3,1,Georgia,Wrestling,2016
357,0.18181818181818182,11,2,0,Azerbaijan,Boxing,2016
358,0.18181818181818182,11,2,2,Netherlands,Sailing,2016
359,0.09090909090909091,11,1,0,Netherlands,Judo,2016
360,0.09090909090909091,11,1,0,Bulgaria,Wrestling,2016
361,0.09090909090909091,11,1,0,Ukraine,Wrestling,2016
362,0.0,11,0,0,Botswana,Athletics,2016
363,0.0,11,0,0,Eritrea,Athletics,2016
364,0.0,11,0,0,Nigeria,Basketball,2016
365,0.0,11,0,0,Turkey,Basketball,2016
366,0.0,11,0,0,Argentina,Canoeing,2016
367,0.0,11,0,0,Portugal,Canoeing,2016
368,0.0,11,0,0,Japan,Cycling,2016
369,0.0,11,0,0,Switzerland,Equestrianism,2016
370,0.0,11,0,0,Egypt,Fencing,2016
371,0.0,11,0,0,Spain,Gymnastics,2016
372,0.0,11,0,0,Japan,Sailing,2016
373,0.0,11,0,0,South Korea,Swimming,2016
374,0.0,11,0,0,Australia,Synchronized Swimming,2016
375,0.0,11,0,0,Brazil,Synchronized Swimming,2016
376,0.0,11,0,0,Egypt,Synchronized Swimming,2016
377,0.0,11,0,0,Italy,Synchronized Swimming,2016
378,0.0,11,0,0,Cuba,Volleyball,2016
379,1.0,10,10,0,Japan,Synchronized Swimming,2016
380,1.0,10,10,8,China,Table Tennis,2016
381,0.7,10,7,0,Japan,Table Tennis,2016
382,0.7,10,7,5,China,Weightlifting,2016
383,0.7,10,7,4,Japan,Wrestling,2016
384,0.6,10,6,3,Cuba,Boxing,2016
385,0.6,10,6,2,France,Boxing,2016
386,0.6,10,6,0,Germany,Table Tennis,2016
387,0.4,10,4,0,Lithuania,Rowing,2016
388,0.3,10,3,2,Croatia,Athletics,2016
389,0.3,10,3,0,Italy,Diving,2016
390,0.3,10,3,2,Cuba,Wrestling,2016
391,0.2,10,2,0,Australia,Diving,2016
392,0.2,10,2,0,Malaysia,Diving,2016
393,0.1,10,1,0,Czech Republic,Rowing,2016
394,0.1,10,1,1,Croatia,Shooting,2016
395,0.0,10,0,0,Chile,Athletics,2016
396,0.0,10,0,0,Ghana,Athletics,2016
397,0.0,10,0,0,Iran,Athletics,2016
398,0.0,10,0,0,Slovenia,Athletics,2016
399,0.0,10,0,0,Belarus,Basketball,2016
400,0.0,10,0,0,Croatia,Basketball,2016
401,0.0,10,0,0,Brazil,Cycling,2016
402,0.0,10,0,0,Ireland,Equestrianism,2016
403,0.0,10,0,0,Italy,Equestrianism,2016
404,0.0,10,0,0,Mexico,Fencing,2016
405,0.0,10,0,0,Venezuela,Fencing,2016
406,0.0,10,0,0,Algeria,Gymnastics,2016
407,0.0,10,0,0,Belarus,Gymnastics,2016
408,0.0,10,0,0,Colombia,Gymnastics,2016
409,0.0,10,0,0,Ireland,Gymnastics,2016
410,0.0,10,0,0,Turkey,Gymnastics,2016
411,0.0,10,0,0,Belarus,Rowing,2016
412,0.0,10,0,0,Greece,Rowing,2016
413,0.0,10,0,0,Singapore,Sailing,2016
414,0.0,10,0,0,Kazakhstan,Shooting,2016
415,0.0,10,0,0,Argentina,Swimming,2016
416,0.0,10,0,0,Egypt,Swimming,2016
417,0.0,10,0,0,Ukraine,Synchronized Swimming,2016
418,0.0,10,0,0,Australia,Table Tennis,2016
419,0.0,10,0,0,Austria,Table Tennis,2016
420,0.0,10,0,0,Brazil,Table Tennis,2016
421,0.0,10,0,0,Chinese Taipei,Table Tennis,2016
422,0.0,10,0,0,Hong Kong,Table Tennis,2016
423,0.0,10,0,0,Poland,Table Tennis,2016
424,0.0,10,0,0,South Korea,Table Tennis,2016
425,0.0,10,0,0,United States,Table Tennis,2016
426,0.0,10,0,0,Australia,Tennis,2016
427,0.0,10,0,0,Cameroon,Volleyball,2016
428,0.0,10,0,0,France,Volleyball,2016
429,0.0,10,0,0,Egypt,Wrestling,2016
430,0.0,10,0,0,Mongolia,Wrestling,2016
431,0.4444444444444444,9,4,4,Romania,Fencing,2016
432,0.4444444444444444,9,4,2,Thailand,Weightlifting,2016
433,0.3333333333333333,9,3,0,Denmark,Badminton,2016
434,0.3333333333333333,9,3,2,Japan,Badminton,2016
435,0.3333333333333333,9,3,1,New Zealand,Canoeing,2016
436,0.3333333333333333,9,3,0,Czech Republic,Tennis,2016
437,0.2222222222222222,9,2,1,Colombia,Weightlifting,2016
438,0.2222222222222222,9,2,0,Egypt,Weightlifting,2016
439,0.1111111111111111,9,1,1,Brazil,Boxing,2016
440,0.1111111111111111,9,1,0,Denmark,Canoeing,2016
441,0.1111111111111111,9,1,0,Cuba,Judo,2016
